region,sigma_km,embedding_type,R2_GALILEO,R2_SH,R2_Slepian,ΔR2_SH,ΔR2_Slepian,RMSE_GALILEO,RMSE_SH,RMSE_Slepian,L_sh,L_slepian,K,cap_radius_deg
southflorida,0,galileo,0.5502023696899414,0.5750294327735901,0.5858479142189026,0.02482706308364868,0.03564554452896118,0.9128258228302002,0.8872760534286499,0.8759095072746277,10,64,3,3.1070000000015896
southflorida,1,galileo,0.48682594299316406,0.5134533047676086,0.623522162437439,0.02662736177444458,0.1366962194442749,0.7022300958633423,0.6837689280509949,0.6014739274978638,10,64,3,3.1070000000015896
southflorida,2,galileo,0.4047124981880188,0.467160701751709,0.720920205116272,0.062448203563690186,0.3162077069282532,0.620427668094635,0.5869835019111633,0.4248073399066925,10,64,3,3.1070000000015896
southflorida,3,galileo,0.3795930743217468,0.46651309728622437,0.8154141902923584,0.08692002296447754,0.4358211159706116,0.5680703520774841,0.526775598526001,0.30985820293426514,10,64,3,3.1070000000015896
southflorida,4,galileo,0.3481513261795044,0.4582347869873047,0.8985701203346252,0.11008346080780029,0.5504187941551208,0.5401145815849304,0.49240002036094666,0.21305681765079498,10,64,3,3.1070000000015896
southflorida,5,galileo,0.3391507863998413,0.4616888761520386,0.9176501035690308,0.12253808975219727,0.5784993171691895,0.5104238986968994,0.4606769382953644,0.18018198013305664,10,64,3,3.1070000000015896
southflorida,10,galileo,0.31204861402511597,0.4655517339706421,0.9851942658424377,0.15350311994552612,0.6731456518173218,0.3984082341194153,0.3511577546596527,0.058447349816560745,10,64,3,3.1070000000015896
southflorida,20,galileo,0.32188767194747925,0.5182785391807556,0.9929517507553101,0.19639086723327637,0.6710640788078308,0.2559622824192047,0.2157362699508667,0.026095561683177948,10,64,3,3.1070000000015896
southflorida,40,galileo,0.3040996193885803,0.6988917589187622,0.9954037070274353,0.3947921395301819,0.691304087638855,0.166534423828125,0.10954481363296509,0.013534240424633026,10,64,3,3.1070000000015896
